       1       0    4215    1.7997    3  185    4  195
     1   -0.071   -0.192      0.778  0.010    -2.04     1.63     4.20     5.87
     1    0.143    0.158      0.672  0.010     0.64     0.44     3.88     4.52
     1    0.695   -0.117      0.021  0.010     1.33     0.37     0.10     1.83
     2   -0.271    0.190      0.113  0.006    -1.99     0.94     0.09     4.47
     2   -0.029   -0.463      0.091  0.006    -3.71    -2.06    -0.29     1.88
     1   -0.631   -0.298      0.236  0.010    -5.33    -1.43     0.75     2.10
    -2    1.552   -0.260     -0.488  0.006     1.85     4.89    -0.11     0.86
     2    0.122   -0.000     -0.453  0.006     4.81     5.74   -21.17    22.03
     2   -0.075    0.107     -0.396  0.006     3.14    -0.68   -15.31    18.11
     1   -0.353   -0.587     -0.392  0.010    -1.36    -1.81    -0.38     1.01
     1   -0.493    0.159     -1.778  0.010    -4.89     1.11   -11.71    12.69
     1   -1.540   -0.710      0.749  0.010     0.07    -4.36     2.18     6.02
    -1    0.211    0.074      0.209  0.010     4.75    -2.42     0.43     0.72
     1    0.393    0.368     -0.160  0.010     2.73     8.00     0.60     6.00
     2   -0.139    0.667     -0.209  0.006    -0.53     6.78    -0.75     2.03
     1    0.479    0.223     -0.489  0.010    -1.90     6.05    -0.34     0.57
     2   -0.145   -0.285      0.267  0.006    -0.45    -1.94     0.96     4.29
     2    0.166    0.121      1.961  0.006     1.46     2.16    42.60    42.84
     2    0.324    0.214      0.430  0.006     0.13     0.43     1.12     1.95
     2    0.227   -0.172     -0.593  0.006    -2.04    -1.99    -0.28     3.27
     2   -1.200   -0.066     -0.476  0.006    -6.77     0.34    -2.07     4.78
     2   -0.235   -0.295     -0.780  0.006    -2.58    -1.16    -3.13     3.53
     1   -0.030    0.067      0.983  0.010    -1.02    -1.57     2.86     3.67
     1   -0.295   -0.748      1.873  0.010    -0.40    -1.83     1.45     1.75
     2   -0.054   -0.308      0.679  0.006     0.54    -1.90     9.40     9.96
     3   -0.319   -0.037     -1.645  0.199    -0.78    -0.73   -11.59    12.51
     2   -0.151   -0.141     -0.166  0.006     1.46    -2.47     0.02     2.70
     1    0.084    0.100     -0.058  0.010     1.71    -3.30    -0.84     4.31
     2   -0.203    0.113     -0.182  0.006    -3.58     2.07    -0.83     1.32
    -1   -0.483    0.729     -0.425  0.010    -3.26     2.69    -0.70     1.70
     2    0.026    0.668      0.671  0.006     0.79     5.50     1.39     2.28
     2   -0.050    0.269      0.113  0.006     1.27     5.46     0.17     0.69
     1    0.131    0.322     -0.110  0.010     0.94     4.81    -0.65     1.14
     2   -0.041   -0.344     -0.212  0.006    -2.27    -2.15    -3.17     5.58
     2   -0.009    0.045     -0.445  0.006    -1.72     2.22    -5.97     7.22
     1   -0.184    0.341     -0.512  0.010    -3.68    -1.50    -2.63     3.79
     1   -0.159   -0.133      0.057  0.010     0.15     1.82     2.99     5.32
    -2    0.111    0.032      0.096  0.006     2.84     2.36    -0.45     1.47
     1    0.342   -0.064     -0.249  0.010     1.33     4.86    -1.37     2.13
     1   -0.208    0.016     -0.057  0.010     0.28     5.12    -0.47     1.11
     1   -0.486    0.120     -0.532  0.010    -0.00     4.47    -0.88     1.67
     2    0.057   -0.289     -0.024  0.006     4.52    -1.16     0.30     0.76
     1    0.050    0.133     -0.182  0.010     4.41    -0.19    -0.93     1.91
     2    1.019    0.532      0.107  0.006     4.44    -1.33     0.24     0.76
    -1    0.210   -0.352     -0.276  0.010    -2.12    -2.53    -0.07     0.92
     1    0.478   -1.095     -0.452  0.010    -0.86    -3.61    -0.69     2.60
    -1   -0.083   -0.320     -0.189  0.010     1.22    -1.19    -1.73     4.06
     2    0.195   -0.173     -0.173  0.006     3.77    -3.26    -3.52     5.09
    -1   -0.530   -0.640     -0.170  0.010    -1.36     5.21    -0.13     0.68
     1   -0.004   -0.945     -0.696  0.010    -1.80     5.22    -0.81     1.33
     2    1.086   -0.412      0.569  0.006     3.10     4.11     0.14     0.74
     2   -0.088    0.116      0.168  0.006     4.91     1.54     7.82     9.15
     1    0.009   -0.203     -0.093  0.010     1.56     2.52    -3.50     5.57
     2   -0.134   -0.017      0.086  0.006     0.31     4.55     0.25     0.99
     1    0.124    0.126     -0.256  0.010    -1.21     3.88     1.57     3.54
     1    0.003    0.163     -0.198  0.010     2.98     5.82    -1.58     3.41
     2   -0.145    0.070     -1.699  0.006     0.48     0.01    -4.69     5.38
     2    0.053    0.324      0.144  0.006     2.86     3.72     0.54     4.85
     2    0.373    0.082     -1.239  0.006     3.13    -1.71    -5.16     6.08
     3    0.023    0.293      0.196  0.199    -2.90    -1.68     0.08     3.48
     3   -0.436   -0.076     -0.135  0.199    -6.06    -2.65    -0.73     2.87
     2   -0.906   -0.463      0.366  0.006    -4.80    -2.20     0.56     1.41
     2    0.505   -0.080      0.017  0.006     4.52     0.11     0.46     2.08
     2   -0.024   -0.044     -0.078  0.006     4.87     0.41    -1.67     2.27
     2    0.346    0.054      0.017  0.006     4.76     0.71    -0.80     2.46
