    -9.80000      0.00000
    -9.40000      0.00000
    -9.00000      0.00000
    -8.60000      0.00000
    -8.20000      0.00000
    -7.80000      0.00000
    -7.40000      0.00000
    -7.00000      0.00000
    -6.60000      0.00000
    -6.20000      0.00000
    -5.80000      0.00000
    -5.40000      0.00000
    -5.00000      0.00000
    -4.60000      0.00000
    -4.20000      0.00000
    -3.80000     15.00000
    -3.40000     15.00000
    -3.00000     37.50000
    -2.60000     67.50000
    -2.20000    112.50000
    -1.80000    130.00000
    -1.40000    182.50000
    -1.00000    242.50000
    -0.60000    167.50000
    -0.20000    240.00000
     0.20000    247.50000
     0.60000    180.00000
     1.00000    230.00000
     1.40000    147.50000
     1.80000    102.50000
     2.20000    147.50000
     2.60000     60.00000
     3.00000     17.50000
     3.40000      5.00000
     3.80000      7.50000
     4.20000      5.00000
     4.60000      0.00000
     5.00000      0.00000
     5.40000      0.00000
     5.80000      0.00000
     6.20000      0.00000
     6.60000      0.00000
     7.00000      0.00000
     7.40000      0.00000
     7.80000      0.00000
     8.20000      0.00000
     8.60000      0.00000
     9.00000      0.00000
     9.40000      0.00000
     9.80000      0.00000
 after hadron evolution
    -9.80000      0.00000
    -9.40000      0.00000
    -9.00000      0.00000
    -8.60000      0.00000
    -8.20000      0.00000
    -7.80000      0.00000
    -7.40000      0.00000
    -7.00000      0.00000
    -6.60000      0.00000
    -6.20000      0.00000
    -5.80000      0.00000
    -5.40000      0.00000
    -5.00000      0.00000
    -4.60000      0.00000
    -4.20000      2.50000
    -3.80000      7.50000
    -3.40000     37.50000
    -3.00000     57.50000
    -2.60000    115.00000
    -2.20000    175.00000
    -1.80000    207.50000
    -1.40000    272.50000
    -1.00000    345.00000
    -0.60000    347.50000
    -0.20000    375.00000
     0.20000    410.00000
     0.60000    357.50000
     1.00000    372.50000
     1.40000    247.50000
     1.80000    185.00000
     2.20000    195.00000
     2.60000    107.50000
     3.00000     40.00000
     3.40000     25.00000
     3.80000     12.50000
     4.20000      5.00000
     4.60000      0.00000
     5.00000      0.00000
     5.40000      0.00000
     5.80000      0.00000
     6.20000      0.00000
     6.60000      0.00000
     7.00000      0.00000
     7.40000      0.00000
     7.80000      0.00000
     8.20000      0.00000
     8.60000      0.00000
     9.00000      0.00000
     9.40000      0.00000
     9.80000      0.00000
