       1       0    4039    0.8967    4  194    5  194
     2   -0.297    0.019     -0.445  0.006    -3.60     3.75    -1.18     1.88
     2   -0.668    0.743      0.295  0.006    -3.25     3.38    -0.00     0.06
     1   -0.210    0.087     -0.063  0.010    -4.04     5.03    -0.08     1.90
     3   -0.556    0.263      0.392  0.199    -5.57     0.85     0.71     1.48
    -2   -0.340    0.218     -0.073  0.006    -5.29     1.17    -0.45     1.14
     2    0.054   -0.153     -0.728  0.006    -0.48    -5.27    -0.87     1.85
    -3    1.472   -0.050     -0.498  0.199     3.33    -4.44    -1.27     4.15
     1    1.929    0.073     -1.012  0.010     2.47    -4.17    -0.45     1.23
    -2    0.019    0.002     -0.010  0.006     1.43    -4.43    -0.02     0.07
    -2   -0.127   -0.142      0.409  0.006    -4.41    -2.80     0.95     2.91
    -1   -0.210   -0.627      0.198  0.010    -4.62    -1.49     0.13     1.58
    -2    0.596   -0.553     -0.075  0.006    -3.44    -0.81    -0.60     2.06
     2   -0.123   -0.134      0.581  0.006    -6.40    -4.04     4.35     5.98
    -2   -0.569   -0.417      0.171  0.006    -4.12    -2.48     0.03     0.32
    -1    0.280    0.420      0.594  0.010     1.92    -0.50     2.86     5.00
     2    0.171    0.020      0.514  0.006     3.98     0.79     4.36     6.87
     2    0.128   -0.005      0.110  0.006     2.88     2.22     1.44     5.65
     1    0.030   -0.107      0.112  0.010     1.96     3.54     0.03     2.47
     2    0.648   -0.055     -0.672  0.006     3.57     2.76    -1.81     2.67
     2   -0.065   -0.001     -0.034  0.006    -3.42     2.81     1.24     2.76
     1   -0.101    0.209      0.269  0.010    -3.72     3.24    -0.16     2.83
     1   -0.223    0.063     -0.070  0.010    -3.96     1.11    -0.34     1.01
    -1   -0.531   -0.319     -0.500  0.010    -3.16    -1.67    -2.91     4.78
     1   -0.633   -1.376     -0.249  0.010     0.23    -8.23    -0.03     6.35
    -2    0.162   -0.189     -0.046  0.006     6.36     0.82    -0.26     0.98
     1    2.049   -0.098      0.052  0.010     5.79     1.21    -0.00     0.09
     1   -0.388   -0.198     -0.420  0.010    -1.23    -1.60    -1.50     2.42
     2   -0.077   -0.004     -0.370  0.006     0.28    -2.22    -5.62     6.78
     3   -0.126   -0.213      0.240  0.199    -1.69    -1.25     0.51     2.02
    -1   -0.696   -0.098     -0.802  0.010    -1.86    -2.90    -1.12     1.41
    -2   -0.250   -0.173     -0.386  0.006    -1.75    -2.29    -0.02     0.09
    -1   -1.146   -1.119     -0.054  0.010    -2.69    -3.18    -0.04     1.39
    -2   -0.155    0.281     -0.431  0.006    -1.47     0.45    -1.99     2.76
     2   -0.061   -0.022     -0.030  0.006     0.36     2.10    -9.60    11.71
    -3   -0.083   -0.140      0.307  0.199    -6.07    -2.36     3.06     5.14
    -1    0.219    1.093      0.412  0.010    -5.73     0.56     0.10     0.43
    -2   -0.040   -0.054     -0.001  0.006    -6.16     0.31    -1.00     1.52
    -1    0.471   -0.104     -0.031  0.010     3.26    -0.30    -0.32     3.55
     1    0.742   -0.194      0.119  0.010     3.61    -1.44    -0.30     4.46
     1   -0.255   -0.129     -0.045  0.010    -2.50    -0.88     0.88     2.93
     1    0.009    0.024     -0.004  0.010     0.55    -0.27    -4.20     5.95
     1    0.369    0.479     -0.540  0.010     0.53     0.15    -2.49     3.90
    -2   -0.348    0.932     -0.461  0.006     2.71     5.02    -2.74     5.67
     2   -0.044    0.425     -2.573  0.006     4.27     3.78    -6.44     7.17
    -2    0.094    0.350      0.078  0.006     3.96     2.16     2.57     4.34
     3   -0.058    0.002      0.073  0.199     0.89     2.88     1.28     4.18
     3    0.011   -0.263     -0.038  0.199    -4.00    -2.33    -0.14     0.61
    -1   -0.141   -0.047     -0.057  0.010    -4.65    -2.85    -0.36     1.30
    -1    0.041   -0.088      0.137  0.010    -0.58    -3.99     5.33    11.83
     3    0.061   -0.739      0.137  0.199     5.59    -2.31     0.13     2.29
     2    0.211    0.122     -0.240  0.006     1.13     6.44    -2.16     4.67
    -1   -0.130    1.527     -0.340  0.010    -0.09     6.05     0.28     1.32
    -1   -0.334   -0.139      0.129  0.010    -1.95    -5.06     0.42     0.85
    -2    0.447   -0.171     -1.332  0.006    -1.28    -4.20    -3.07     3.37
    -2    0.116   -0.042     -0.049  0.006     0.12    -7.49    -1.45     4.66
