       1       0    3733    2.9058    6  180    2  183
     1   -0.052    0.165      1.257  0.010    -0.01     3.69     7.69     8.60
    -2    1.706   -1.228      0.512  0.006     4.00     2.09     1.03     3.92
     2   -0.239    0.298     -0.119  0.006    -2.22     3.59    -0.20     0.83
     1    0.049    0.314     -0.105  0.010    -1.89     4.17     0.27     1.61
     1   -0.185   -0.242     -0.209  0.010    -4.54     2.87    -2.10     4.14
     2   -0.057    0.115     -0.788  0.006    -0.80     0.98    -2.71     4.40
     1   -1.484    0.134      0.714  0.010    -4.76     0.74     1.66     5.28
     1   -0.155    0.118      0.854  0.010    -1.33     3.15     0.12     0.80
     1    0.259   -0.608      0.832  0.010    -0.26    -4.71     0.44     0.64
     1    0.430   -0.067      0.045  0.010    -0.07    -4.89    -0.09     0.50
     1    1.528   -0.854      0.236  0.010    -0.20    -5.21     0.08     0.60
    -2   -2.063    1.208      0.002  0.006    -3.10    -0.70    -0.32     2.45
     2   -0.079    0.129     -0.172  0.006    -2.29     0.34    -1.13     3.45
     2    0.382    0.392      0.314  0.006     4.61    -0.98     0.00     0.08
     1    0.011    0.176      0.109  0.010     4.26     1.60    -0.80     3.06
     1    0.025    0.035     -0.048  0.010     2.70     2.01     1.02     4.38
     2   -0.056   -0.452      0.267  0.006    -1.63    -7.40     3.21     7.91
     2   -0.282   -0.002     -0.073  0.006    -4.77    -1.78     0.58     1.25
     2    0.005   -0.205     -0.105  0.006    -3.35    -6.81    -0.05     5.72
     1    0.050   -0.214     -0.029  0.010    -4.81     0.75     1.67     5.28
     1    0.392    0.076     -0.148  0.010    -2.78     0.21     1.52     5.11
     2   -0.426   -0.180      0.432  0.006    -2.25    -2.40     0.75     1.98
     2    0.221   -0.073      0.626  0.006     2.01    -2.71     1.58     2.24
     1    0.060    0.003     -0.036  0.010     0.95    -3.62    -1.34     2.43
     2    0.951    0.129     -0.033  0.006     2.85    -3.03    -0.05     0.89
     1   -0.099    0.153     -0.122  0.010    -2.07     1.85   -10.33    11.86
     2    0.090    0.183      0.081  0.006     0.81     1.89    -0.10     0.94
     2   -0.080    0.004      0.112  0.006     0.22     5.28     1.26     4.22
     1    0.153   -0.049      0.320  0.010     3.30    -2.06     0.69     0.99
     1    0.977    0.718     -0.831  0.010     3.36    -2.23    -0.18     0.41
     1    0.138   -0.292     -0.253  0.010     3.63    -2.65    -0.72     1.31
     1   -0.479   -0.194      0.182  0.010    -5.45     1.01     1.55     8.15
     1   -0.501   -0.451     -0.053  0.010    -0.29     1.98    -0.34     1.62
     2    0.361   -0.270      0.750  0.006     3.52     3.25     3.72     6.12
     1    1.895    0.402      1.709  0.010     3.65    -2.02     0.42     0.78
    -3    0.048   -0.030     -0.222  0.199     3.18    -1.69    -0.16     0.80
     2   -0.457    0.224     -0.331  0.006    -4.87    -2.08    -0.05     0.09
     1   -0.635   -0.165     -0.958  0.010    -4.87    -2.08    -0.05     0.09
     2   -1.015    0.085     -0.750  0.006    -5.39    -2.33    -0.30     0.72
    -1   -1.432   -0.963      0.089  0.010    -4.41    -4.21     0.24     1.50
     2   -0.194    0.215      0.049  0.006    -4.71    -0.54    -2.32     5.40
    -3    0.331    0.124     -0.403  0.199    -0.95    -0.18    -2.90     3.74
    -3   -0.004    0.316      0.246  0.199     0.66     0.72    -1.02     2.83
    -1   -0.306   -0.024     -1.128  0.010    -2.21     0.09    -2.27     2.62
     1   -0.466    0.022      0.585  0.010    -4.27     0.55     1.04     1.85
    -1   -1.400   -0.470     -0.263  0.010    -4.50     0.63     0.06     1.72
     1   -0.034   -0.283     -0.227  0.010     0.83     0.92    -4.68     6.74
     2   -0.106    0.169      0.174  0.006     0.19     2.22     4.44     6.99
     2    0.074    0.132      0.058  0.006    -0.50     2.10     0.44     3.39
     2   -0.260   -1.778      0.005  0.006     2.09    -4.35    -0.01     1.16
     2    0.171   -1.248      0.945  0.006     1.74    -4.23     0.05     0.10
     2   -0.237   -0.784      0.230  0.006     1.66    -4.98     0.52     0.99
     2    0.062   -0.018     -0.163  0.006     1.84     0.07    -4.57     7.26
     2    0.238   -0.025      0.048  0.006     2.30     3.04    -0.02     0.75
     2    0.187    0.323     -0.579  0.006     3.48     2.52    -2.83     3.62
