       1       0    3952    1.8292    2  188    6  186
     1    0.175    0.056     -0.002  0.010    -0.69    -1.86     0.26     3.15
     2    0.712   -0.314     -1.148  0.006     1.36    -1.69    -4.06     5.85
     2   -0.007    0.034      0.272  0.006    -0.44     0.76     0.03     5.18
    -2   -0.421    0.406     -0.539  0.006    -2.47    -1.83    -2.48     4.05
    -2    0.276    0.002     -1.574  0.006     2.01    -3.81   -24.97    25.91
    -2    1.020   -0.700     -0.810  0.006    -0.10    -4.61    -0.48     1.27
    -2   -1.117   -2.325     -1.809  0.006    -3.53    -0.75    -1.81     3.78
     1    0.111   -0.325     -1.109  0.010    -1.40    -2.46    -9.29    10.65
     3   -0.126   -0.089      0.171  0.199    -3.26    -2.97     1.27     2.33
    -2   -0.050   -0.077     -0.001  0.006    -3.80    -2.36     0.15     2.65
    -1   -0.524   -0.203      0.108  0.010     2.07    -3.02     2.92     5.19
    -1   -0.021    0.133     -0.465  0.010    -0.74    -1.27    -1.09     2.75
    -1   -0.059   -0.024     -0.075  0.010     1.45    -0.81   -11.11    13.10
    -2    0.025    0.046      0.099  0.006    -2.07    -0.04     0.20     0.51
     2   -0.053   -0.161     -0.027  0.006    -1.44    -3.00    -1.76     4.02
     2    0.463   -0.050      0.150  0.006     6.40     0.65     0.08     3.62
     2    0.156    0.191     -0.378  0.006     4.28     3.81    -2.14     3.34
     2    0.071    0.112     -0.158  0.006     2.30     0.72    -4.45     6.73
     2    0.579    0.688     -0.674  0.006    -0.31     5.51    -0.95     2.80
     2    0.110    0.108      0.020  0.006     2.89     3.63    -1.68     5.92
     1   -0.015    0.045      0.232  0.010    -2.45     4.50     8.39     9.92
     2    0.454   -0.796      0.019  0.006     2.67    -0.53    -0.04     1.71
     2    0.027   -0.074      0.036  0.006     1.04    -0.05     0.23     1.60
     1    0.006    0.040     -0.072  0.010    -1.14    -1.68    -4.35     7.99
     2   -0.021    0.153     -0.058  0.006     4.17     4.23    -0.32     1.59
     1    0.083    0.351      0.030  0.010     4.51     3.57     0.62     1.07
     1    1.402   -0.150      0.670  0.010     5.50     3.41     0.69     1.83
     3   -0.093   -0.784     -0.231  0.199    -4.85     1.99    -0.20     0.88
    -1   -0.293    0.055      0.308  0.010    -5.28     4.26     1.93     3.27
     1    0.142   -0.192      0.266  0.010     0.96    -3.61     3.01     3.99
     3    0.305    0.023     -0.086  0.199     8.00    -1.61    -4.03     9.69
     2   -0.277    0.353     -0.879  0.006     1.32    -1.10    -1.25     1.78
     1    0.471   -0.165      0.059  0.010     4.32    -1.08     0.45     3.43
    -1    0.403    1.578      1.089  0.010     6.64     2.86     1.89     3.81
     1    0.046    0.091      0.085  0.010     3.06     1.94     9.04    10.68
    -1    0.133    0.313      1.057  0.010     2.37     4.36    11.74    13.06
     1    0.028   -0.677     -0.881  0.010     6.27    -1.85    -0.09     0.17
     2    0.477   -0.472     -0.426  0.006     6.21    -1.82    -0.05     0.09
     2   -0.014    0.018      0.148  0.006     6.79    -0.03    -1.51     2.64
    -2   -0.083   -0.017     -0.004  0.006    -2.95     3.61    -0.92     2.13
     1    0.216   -0.398      0.944  0.010    -0.62     0.65     7.22     8.75
    -1   -0.026    0.013      0.001  0.010     6.78     0.48    -4.89     6.89
     1    0.504    0.224     -0.490  0.010     6.34    -1.30    -0.21     1.00
     1   -0.208   -0.034      0.114  0.010    -0.92    -1.02    -0.90     2.73
    -2   -0.521   -0.386      0.493  0.006    -3.00    -3.41     0.58     2.28
     3   -0.273    1.100      0.715  0.199    -4.26     3.00     0.04     0.10
     2   -0.354   -0.174      0.003  0.006    -3.63     3.39    -0.04     0.94
     2   -0.519    0.696      0.510  0.006    -4.26     3.00     0.04     0.10
    -2    0.211    0.031     -0.015  0.006    -0.35     1.72    -0.61     3.77
     1    0.265    0.136     -0.419  0.010     2.66     3.48    -8.34    10.32
    -2   -0.560    0.026      0.435  0.006    -3.68     4.74     1.32     2.03
     1   -0.153   -0.013      0.216  0.010    -4.72     4.15     1.82     3.37
     2   -0.358    0.725     -0.716  0.006    -2.71    -1.09    -1.51     2.41
     1   -0.538   -0.152     -1.043  0.010    -3.06    -2.59    -1.06     1.37
     3   -0.024   -0.053     -0.254  0.199    -4.49    -2.57    -7.30    11.05
    -1    0.434    0.854      1.670  0.010    -1.75     6.09     8.57     9.66
    -2    0.352    0.351     -0.115  0.006     1.33     4.14     0.22     1.08
    -1    0.078    0.061     -0.103  0.010     1.22     4.25    -0.15     3.56
     1    0.115    0.051      0.050  0.010     4.57     2.56     0.38     0.80
     1    0.212    0.089      0.035  0.010     4.94     3.35    -1.05     1.94
     2    0.028    1.494     -0.122  0.006     5.12     3.57    -0.17     1.04
     3   -0.126    0.220     -0.063  0.199    -0.22     5.85    -1.28     2.54
     3   -0.261    0.131     -0.379  0.199    -2.73     3.78    -4.56     7.04
     1   -0.091    0.189     -0.081  0.010     0.23     6.72    -0.35     1.78
    -1    0.499   -0.188     -0.126  0.010     1.08     0.94    -0.85     2.19
     2   -0.206   -0.007     -0.234  0.006    -2.00    -0.94    -3.78     7.42
    -2    0.320    0.014      0.341  0.006     1.88     2.22     0.76     2.20
     1   -0.020   -0.095      0.873  0.010    -1.17     2.39     4.06     5.40
     1   -1.179    0.902      1.058  0.010     4.47     3.01     0.33     0.55
     2    0.274    0.253      0.925  0.006     4.46     3.74     1.31     1.76
     1   -0.080   -0.114      0.039  0.010     2.19    -0.13     5.42     8.37
     2   -0.021    0.216     -0.833  0.006    -0.13     5.74    -5.63     6.02
     1    0.270   -0.231     -0.428  0.010    -0.18     3.89    -2.84     3.62
     2    0.019    0.037      0.183  0.006    -1.63     4.15     0.58     1.93
     1   -0.075    0.134     -0.467  0.010    -0.80     4.77    -1.93     2.93
    -2    0.072    0.446      0.021  0.006    -0.46     4.71    -0.29     1.95
     1    0.475    0.005      0.516  0.010    -1.08    -5.06     1.73     2.37
     2    0.013   -0.174      0.131  0.006    -1.37    -5.61    -1.26     2.02
     2    0.294    0.112     -0.183  0.006     0.19    -3.78    -0.91     3.24
    -2    0.027   -0.287      0.274  0.006    -1.12    -4.95     2.12     3.54
    -1   -0.282    0.011      0.096  0.010    -1.41    -2.85     0.52     1.97
    -1   -0.162   -0.030     -0.012  0.010    -1.73    -3.06     0.03     1.28
     2    0.082    0.048      0.236  0.006     3.45     1.68     1.18     4.82
     2   -0.126   -0.790      0.048  0.006     3.13     3.12    -0.30     2.08
     1   -0.301   -0.117      0.139  0.010    -0.92     0.08     3.29     7.41
     3    0.684   -0.092     -0.217  0.199     1.01     4.28    -0.67     3.02
     3   -0.208    0.176      0.111  0.199    -1.57     5.72     0.84     1.87
     2   -0.052    0.797     -0.068  0.006    -1.98     4.34     0.51     3.45
    -2    0.933    0.114      0.324  0.006     0.35     3.36     0.57     1.37
    -1   -0.023    0.079      0.002  0.010     1.86     4.81     1.48     8.00
    -1   -0.106    0.626     -1.066  0.010    -1.76     4.97    -3.71     4.74
     2    0.081   -0.070      0.125  0.006     3.66    -0.87     0.38     2.79
    -1    0.456   -0.128     -0.221  0.010     3.66     0.06    -0.87     2.38
     2    0.079    0.184      0.071  0.006    -2.51    -1.16    -1.11     1.98
    -2   -0.192    0.308      0.041  0.006    -3.16     0.19     2.13     3.84
    -1   -1.433   -0.718     -1.257  0.010    -2.75     1.02    -2.09     3.58
     1    0.167    0.205      0.251  0.010    -0.67     3.59     0.34     1.50
     2    0.044    0.240     -0.273  0.006     0.44     3.33    -3.34     4.58
     2   -0.284    0.145      0.276  0.006    -0.76     5.63     2.93     6.42
     1   -0.479    0.475     -0.369  0.010    -2.03     5.37    -1.16     2.91
     2    0.227   -0.265      0.206  0.006    -0.59    -0.72     5.47     7.99
     1   -0.057    0.019     -0.155  0.010    -1.34    -0.16   -18.33    18.74
     2   -0.023    0.130     -0.164  0.006    -2.88     0.02    -0.80     3.19
     2   -1.231    0.735      1.241  0.006    -6.62    -1.06     5.65     8.66
    -3   -0.083    0.099     -0.467  0.199    -3.12    -3.08    -3.67     5.78
     2    0.095   -0.232      0.043  0.006     3.81    -2.39    -0.15     2.26
     2    0.134    0.033     -0.120  0.006     3.34    -0.44     0.74     2.65
     2    0.270    0.024     -0.374  0.006     5.17    -0.89    -2.71     3.63
